ts,A,B,C,D
213,86.94674294127529,29.946644391958895,219.37615986636968,152.66060707831215
214,85.90277703882042,29.21799624287798,221.7293437009829,152.69133829470871
215,88.63924769620674,29.560559249726428,221.06497540890368,152.61104940131247
216,89.01105295855426,30.068575540340458,224.6285593560114,152.25960239645102
217,90.97551584347148,29.586571306159403,226.80380646518395,152.65256725920364
218,91.32514810063698,29.90047905408538,225.36838821523762,153.4149706484472
219,90.68921219012321,29.539345815139512,224.30934705862586,151.669199401845
220,91.64976378781272,29.543923544346757,226.64237359538077,151.86160406021781
221,91.51187422143649,28.823383511991445,222.27045154614996,151.4915386131305
222,94.24064324145479,29.402688242142567,229.4103199815247,151.471382435029
223,95.07647130315941,30.003064524591718,228.0279326975318,151.9959590813197
224,93.09756667086748,29.857257325021244,226.5469256674421,151.61736357793603
225,94.32476965778513,30.18172081785918,227.79120750330165,151.21193573154605
226,94.57135349352592,29.90603741160121,227.97849100874382,151.75499926251757
227,99.076683090753,30.564955778038282,228.59085712331608,152.09357245552545
228,101.01137368818361,30.66955001753852,223.14848003953907,152.1155198996271
229,104.60387789754981,31.016687956946743,216.75431883019303,153.14368249939733
230,104.22810541726835,30.636276570417508,216.8946273059222,153.94582839781614
231,103.93730680360636,30.41036017782102,214.9405903128527,154.5145667615961
232,100.40510026274069,29.73190910616157,210.3133833267694,155.45237787275298
233,99.96388842010577,29.362086235948528,207.95572972152416,156.62212139646297
234,102.69042442177411,29.35928082432643,208.99401325921855,155.92807620820187
235,101.99528916700758,29.189154642097204,209.45658221682012,156.0380266853872
236,101.79851906534459,28.975982498649078,208.61070604231924,156.31686538210553
237,102.23958294704063,28.716742407063876,209.60934327050919,156.89158192957004
238,105.6764431036595,29.003507718020508,204.09247805242708,157.25984583161232
239,105.57359226681088,28.439155898013233,205.85503858241302,157.3948873176206
240,108.18918554413177,28.767861657313016,207.8660973820912,157.52620824706648
241,107.82974491296258,28.634609263937033,207.49693449031759,158.3655787662976
242,107.71305776933148,28.68508005305453,210.27820606357895,157.89650303087168
243,107.89333442265863,28.868215222780314,211.30747616379537,157.22417604980166
244,110.41595832224728,29.50526250639821,211.9330139599535,156.64691316178752
245,108.40214692697094,29.89777689939932,214.29261963774456,156.15951032101356
246,111.63673390640885,30.173066383181634,217.43978798410066,156.42946636395325
247,115.39834086243542,30.713573001349474,223.88320118804097,156.51693157214368
248,116.95794523045986,31.158980255287183,225.4454573675481,156.6348870423169
249,113.85715915879554,30.836610576645622,225.42915507297764,157.05348788563478
250,114.23989653199814,31.111690177971262,221.36635586954742,158.21683042070543
251,117.90851755367925,31.20086119152243,222.25730918394913,159.22452245688515
